Apartment Name,Room Type,Unit Number,Unit Price,Unit Area,Available Time
The Artisan at Robinson,A4	1 bed	1 bath,2-2205,"$1,790",862 Sq Ft,Now
The Artisan at Robinson,A4	1 bed	1 bath,2-2233,"$1,790",862 Sq Ft,Now
The Artisan at Robinson,A4	1 bed	1 bath,2-2214,"$1,790",862 Sq Ft,Now
The Artisan at Robinson,A2	1 bed	1 bath,2-2411,"$1,570",712 Sq Ft,Nov 28
The Artisan at Robinson,A2	1 bed	1 bath,2-2310,"$1,570",712 Sq Ft,Nov 30
The Artisan at Robinson,B1	2 beds	2 baths,1-1121,"$1,650","1,129 Sq Ft",Now
The Artisan at Robinson,B1	2 beds	2 baths,1-1221,"$1,750","1,129 Sq Ft",Now
The Artisan at Robinson,B1	2 beds	2 baths,2-2117,"$1,750","1,129 Sq Ft",Now
The Artisan at Robinson,B2	2 beds	2 baths,2-2235,"$1,950","1,200 Sq Ft",Now
The Artisan at Robinson,B2	2 beds	2 baths,2-2102,"$2,255","1,200 Sq Ft",Now
The Artisan at Robinson,B2	2 beds	2 baths,1-1202,"$2,255","1,200 Sq Ft",Now
The Artisan at Robinson,C1	3 beds	2 baths,2-2127,"$2,625","1,368 Sq Ft",Now
The Artisan at Robinson,C1	3 beds	2 baths,2-2107,"$2,625","1,368 Sq Ft",Now
The Artisan at Robinson,C1	3 beds	2 baths,2-2207,"$2,625","1,368 Sq Ft",Now
LiveWell,Loft (LB)	Studio	1 bath,1016,"$1,983",815 Sq Ft,Nov 11
LiveWell,Loft (LB)	Studio	1 bath,0316,"$1,843",815 Sq Ft,Dec 2
LiveWell,Loft (LB)	Studio	1 bath,0416,"$1,863",815 Sq Ft,Dec 2
LiveWell,Loft (LA)	Studio	1 bath,0814,"$1,792",797 Sq Ft,Nov 25
LiveWell,Loft (LA)	Studio	1 bath,1416,"$1,475",799 Sq Ft,Dec 2
LiveWell,Loft (LA)	Studio	1 bath,1414,"$1,490",812 Sq Ft,Dec 2
LiveWell,1 Bedroom (1C)	1 bed	1 bath,1003,"$2,092",979 Sq Ft,Nov 11
LiveWell,1 Bedroom (1C)	1 bed	1 bath,0903,"$1,970",899 Sq Ft,Nov 25
LiveWell,1 Bedroom (1C)	1 bed	1 bath,1403,"$1,670",930 Sq Ft,Dec 2
LiveWell,1 Bedroom (1B)	1 bed	1 bath,0802,"$1,732",613 Sq Ft,Nov 25
LiveWell,1 Bedroom (1B)	1 bed	1 bath,0807,"$1,868",681 Sq Ft,Nov 25
LiveWell,1 Bedroom (1B)	1 bed	1 bath,1402,"$1,440",576 Sq Ft,Dec 2
LiveWell,1 Bedroom (1E)	1 bed	1 bath,0908,"$1,866",845 Sq Ft,Nov 25
LiveWell,1 Bedroom (1E)	1 bed	1 bath,1408,"$1,646",940 Sq Ft,Dec 2
LiveWell,1 Bedroom (1E)	1 bed	1 bath,0408,"$1,766",845 Sq Ft,Dec 2
LiveWell,1 Bedroom (1A)	1 bed	1 bath,0901,"$2,160",726 Sq Ft,Nov 25
LiveWell,1 Bedroom (1A)	1 bed	1 bath,1401,"$1,771",687 Sq Ft,Dec 2
LiveWell,1 Bedroom (1A)	1 bed	1 bath,0501,"$1,980",726 Sq Ft,Dec 2
LiveWell,1 Bedroom (1D)	1 bed	1 bath,0906,"$2,319",871 Sq Ft,Nov 25
LiveWell,1 Bedroom (1D)	1 bed	1 bath,1406,"$1,961",857 Sq Ft,Dec 2
LiveWell,1 Bedroom (1D)	1 bed	1 bath,0306,"$2,149",871 Sq Ft,Dec 2
LiveWell,1 Bedroom (1G)	1 bed	1 bath,0219,"$1,853",985 Sq Ft,Dec 2
LiveWell,1 Bedroom + Den (1F)	1 bed	1 bath,0319,"$1,875",786 Sq Ft,Dec 2
LiveWell,1 Bedroom + Den (1F)	1 bed	1 bath,0419,"$1,975",786 Sq Ft,Dec 2
LiveWell,1 Bedroom + Den (1F)	1 bed	1 bath,1419,"$2,017",801 Sq Ft,Dec 2
LiveWell,1 Bedroom (1I)	1 bed	1 bath,1510,"$2,009",678 Sq Ft,Dec 2
LiveWell,1 Bedroom (1J)	1 bed	1 bath,1517,"$2,066",917 Sq Ft,Dec 2
LiveWell,1 Bedroom (1H)	1 bed	1 bath,0221,"$2,245","1,022 Sq Ft",Dec 2
LiveWell,2 Bedrooms (2A)	2 beds	2 baths,1012,"$2,783","1,085 Sq Ft",Nov 11
LiveWell,2 Bedrooms (2A)	2 beds	2 baths,1412,"$2,423","1,085 Sq Ft",Dec 2
LiveWell,2 Bedrooms (2A)	2 beds	2 baths,0309,"$2,599","1,051 Sq Ft",Dec 2
LiveWell,2 Bedrooms (2B)	2 beds	2 baths,1422,"$2,309",946 Sq Ft,Dec 2
LiveWell,2 Bedrooms (2B)	2 beds	2 baths,0322,"$2,529",946 Sq Ft,Dec 2
LiveWell,2 Bedrooms (2B)	2 beds	2 baths,0922,"$2,649",946 Sq Ft,Dec 2
LiveWell,2 Bedrooms (2E)	2 beds	2 baths,0201,"$2,512","1,258 Sq Ft",Dec 2
LiveWell,2 Bedrooms (2E)	2 beds	2 baths,0301,"$3,076","1,079 Sq Ft",Dec 2
LiveWell,2 Bedrooms (2D)	2 beds	2 baths,1512,"$2,917","1,203 Sq Ft",Dec 2
LiveWell,2 Bedrooms (2C)	2 beds	2 baths,1426,"$3,081","1,117 Sq Ft",Dec 2
LiveWell,2 Bedrooms (2C)	2 beds	2 baths,0326,"$3,301","1,117 Sq Ft",Dec 2
LiveWell,2 Bedrooms (2C)	2 beds	2 baths,0926,"$3,544","1,173 Sq Ft",Dec 2
LiveWell,2 Bedrooms + Den (2F)	2 beds	2 baths,0401,"$3,857","1,377 Sq Ft",Dec 2
LiveWell,2 Bedrooms + Den (2G)	2 beds	2 baths,1521,"$4,683","1,285 Sq Ft",Dec 2
LiveWell,3 Bedrooms (3A)	3 beds	2 baths,1017,"$3,886","1,336 Sq Ft",Nov 11
LiveWell,3 Bedrooms (3A)	3 beds	2 baths,1417,"$3,291","1,368 Sq Ft",Dec 2
LiveWell,3 Bedrooms (3A)	3 beds	2 baths,0317,"$3,606","1,336 Sq Ft",Dec 2
The Preserve at Heinz,1x1	1 bed	1 bath,130,"$1,199", Sq Ft,Now
The Preserve at Heinz,1x1	1 bed	1 bath,132,"$1,199", Sq Ft,Now
The Preserve at Heinz,1x1	1 bed	1 bath,135,"$1,199", Sq Ft,Now
The Preserve at Heinz,L1x1	1 bed	1 bath,344,"$1,550",720 Sq Ft,Now
The Preserve at Heinz,L1x1	1 bed	1 bath,345,"$1,550",813 Sq Ft,Now
The Preserve at Heinz,L1x1	1 bed	1 bath,443,"$1,550",869 Sq Ft,Now
The Preserve at Heinz,2x2	2 beds	2 baths,204,"$2,060",956 Sq Ft,Now
The Cork Factory Lofts,1 bed	1 bath,1 Bedroom 1 Bathroom,"$1,799 – $2,740",682 – 878 sq ft,Available Now
The Cork Factory Lofts,2 beds	2 baths,2 Bedroom 2 Bathroom,"$2,999 – $4,530","1,087 – 1,569 sq ft",Available Now
The Cork Factory Lofts,2 beds	1 bath,2 Bedroom 1 Bathroom,"$3,880","1,479 sq ft",Not Available
The Cork Factory Lofts,3 beds	2 baths,3 Bedroom 2 Bathroom,"$4,200 – $5,800","2,327 sq ft",Not Available
Emerald Gardens,1BR PH2	1 bed	1 bath,1800,"$1,010",544 Sq Ft,Now
Emerald Gardens,1BR PH2	1 bed	1 bath,2300,"$1,025",544 Sq Ft,Dec 27
Emerald Gardens,1BR PH1	1 bed	1 bath,702,"$1,025",544 Sq Ft,Oct 26
Emerald Gardens,2BR PH1	2 beds	1 bath,607,"$1,195",820 Sq Ft,Now
Emerald Gardens,2BR PH1	2 beds	1 bath,415,"$1,195",820 Sq Ft,Now
Emerald Gardens,2BR PH1	2 beds	1 bath,504,"$1,195",820 Sq Ft,Now
Emerald Gardens,2BR PH3	2 beds	1 bath,3811,"$1,305",820 Sq Ft,Now
Emerald Gardens,2BR PH3	2 beds	1 bath,3101,"$1,305",820 Sq Ft,Now
Emerald Gardens,2BR PH3	2 beds	1 bath,2901,"$1,380",820 Sq Ft,Now
Emerald Gardens,2BR PH2	2 beds	1 bath,1809,"$1,325",820 Sq Ft,Oct 11
Emerald Gardens,3BR PH1	3 beds	1 bath,1200,"$1,475","1,020 Sq Ft",Oct 25
Emerald Gardens,3BR PH3	3 beds	1 bath,2603,"$1,525","1,020 Sq Ft",Oct 25
Emerald Gardens,3BR PH3	3 beds	1 bath,3903,"$1,525","1,020 Sq Ft",Nov 8
NORMANDY,Studio	1 bath,LYNN,$910,300 sq ft,Not Available
Shadyside Apartments,Studio	1 bath,James Manor,$999,,Available Now
Shadyside Apartments,1 bed	1 bath,The Bentley,"$1,125",,Available Now
Shadyside Apartments,1 bed	1 bath,Fenwyck on Highland,"$1,149",520 – 560 sq ft,Available Now
Shadyside Apartments,1 bed	1 bath,Regency Court,"$1,199 – $1,430",620 sq ft,Available Now
Shadyside Apartments,1 bed	1 bath,The Admiral,"$1,269 – $1,459",,Available Now
Shadyside Apartments,1 bed	1 bath,Ellsworth Place,"$1,279",,Available Now
Shadyside Apartments,1 bed	1 bath,Highland Manor,"$1,399",600 sq ft,Available Now
The Alden,1 bed	1 bath,A3R,$944,532 sq ft,Available Now
The Alden,1 bed	1 bath,A3P,"$1,014",532 sq ft,Available Now
The Alden,1 bed	1 bath,A4P,"$1,059 – $1,129",626 sq ft,Available Now
The Alden,1 bed	1 bath,A3,$874 – $944,532 sq ft,Oct 6
The Alden,1 bed	1 bath,A1R,$884,525 sq ft,Oct 8
The Alden,1 bed	1 bath,A4,$929,626 sq ft,Oct 11
The Alden,1 bed	1 bath,A2R,$894 – $939,536 sq ft,Oct 12
The Alden,1 bed	1 bath,A1,$849,525 sq ft,Nov 7
The Alden,1 bed	1 bath,A4R,"$1,044 – $1,109",626 sq ft,Nov 8
The Alden,1 bed	1 bath,A2,$864,536 sq ft,Dec 27
The Alden,2 beds	1 bath,B1R,$859,658 sq ft,Available Now
The Alden,2 beds	1 bath,B4R,$859 – $884,734 sq ft,Available Now
The Alden,2 beds	1 bath,B2R,$884,684 sq ft,Available Now
The Alden,2 beds	1 bath,B1P,$914,658 sq ft,Available Now
The Alden,2 beds	1 bath,B5R,$914,767 sq ft,Available Now
The Alden,2 beds	1 bath,B2P,$914 – $939,684 sq ft,Available Now
The Alden,2 beds	1 bath,B6R,$914 – $939,767 sq ft,Available Now
The Alden,2 beds	1 bath,B4P,$964,734 sq ft,Available Now
The Alden,2 beds	1 bath,B5P,$999,767 sq ft,Available Now
The Alden,2 beds	1 bath,B6P,$999,767 sq ft,Available Now
The Alden,2 beds	1 bath,B2,$759,684 sq ft,Oct 4
The Alden,2 beds	1 bath,B5,$819,767 sq ft,Oct 24
The Alden,2 beds	1 bath,B4,$809,734 sq ft,Nov 20
The Alden,3 beds	1 bath,C1R,"$1,079",763 sq ft,Available Now
The Alden,3 beds	1 bath,C1P,"$1,154",763 sq ft,Available Now
The Alden,Studio	1 bath,S1,$784,416 sq ft,Not Available
The Alden,Studio	1 bath,S1R,$889,416 sq ft,Not Available
The Alden,1 bed	1 bath,A1P,$939,525 sq ft,Not Available
The Alden,1 bed	1 bath,A2P,$949,536 sq ft,Not Available
The Alden,2 beds	1 bath,B1,$734,658 sq ft,Not Available
The Alden,2 beds	1 bath,B3,$784,734 sq ft,Not Available
The Alden,2 beds	1 bath,B6,$819,767 sq ft,Not Available
The Alden,2 beds	1 bath,B3R,$859,734 sq ft,Not Available
The Alden,2 beds	1 bath,B3P,$964,734 sq ft,Not Available
The Alden,2 beds	1 bath,T1,"$1,009",762 sq ft,Not Available
The Alden,2 beds	1 bath,T1R,"$1,054",762 sq ft,Not Available
The Alden,3 beds	1 bath,C1,$954,763 sq ft,Not Available
North Pointe Commons,1 bed	1 bath,1BR/1BA,"$1,095 – $1,460",630 sq ft,Available Now
North Pointe Commons,2 beds	1.5 baths,2BR/1-1.5BA,"$1,490 – $1,620",903 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,Studio	1 bath,WOW! 1 MO FREE RENT! Limited availability so AC...,$530,385 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,Studio	1 bath,1 MONTH FREE RENT! WOW!!!!!!!  Limited availabi...,$630 – $640,385 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,Studio	1 bath,Studio - elec.incl. [385 sf] - RENO,$675,385 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,Studio	1 bath,Studio - elec.NOT.incl. [400 sf] - RENO,$645,400 sq ft,"Sep 8, 2025"
Hillside Meadows-The Perfect Place to Call...,1 bed	1 bath,1 MONTH FREE RENT!! 1 Bedroom Apartment ,$540,440 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,1 bed	1 bath,1-bed - elec.NOT.incl. [550 sf] - PR,$670,550 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,1 bed	1 bath,1-bed - elec.NOT.incl. [480 sf] - RENO,$690,480 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,1 bed	1 bath,1-bed - elec.incl. [515 sf] - PR,$715,515 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,1 bed	1 bath,1-bed - elec.incl. [515 sf] - RENO,$815,515 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,2 beds	1 bath,2-bed - elec.NOT.incl. [700 sf] - PR,$830,700 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,2 beds	1 bath,1 MONTH FREE RENT ON THIS ADORABLE 2 BR!!  ,"$1,000",745 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,2 beds	1 bath,2-bed - elec.NOT.incl. [930 sf] - RENO,"$1,030",930 sq ft,Available Now
Hillside Meadows-The Perfect Place to Call...,3 beds	1 bath,3-bed - elec.NOT.incl. [1400 sf] - RENO,"$1,175","1,400 sq ft",Available Now
Lebanon Vue,1 Bedroom	1 bed	1 bath,508,"$1,049",640 Sq Ft,Now
Lebanon Vue,1 Bedroom	1 bed	1 bath,504,"$1,049",640 Sq Ft,Now
Lebanon Vue,1 Bedroom	1 bed	1 bath,438-3,"$1,126",640 Sq Ft,Now
Lebanon Vue,2 Bedroom	2 beds	1 bath,434-7,"$1,246",735 Sq Ft,Now
Lebanon Vue,2 Bedroom	2 beds	1 bath,109,"$1,246",735 Sq Ft,Oct 1
Holiday Park Apartments and Townhomes,1 bed	1 bath,One Bedroom Apartment Home,"$1,035 – $1,045",660 – 775 sq ft,Available Now
Holiday Park Apartments and Townhomes,2 beds	1 bath,Two Bedroom Apartment Home,"$1,056 – $1,075",800 sq ft,Available Now
Holiday Park Apartments and Townhomes,2 beds	1 bath,Two Bedroom Townhome with Utility Room,"$1,141 – $1,250","900 – 1,040 sq ft",Available Now
Holiday Park Apartments and Townhomes,2 beds	1.5 baths,Two Bedroom Townhome with Basement,"$1,245 – $1,302","900 – 1,100 sq ft",Available Now
Holiday Park Apartments and Townhomes,2 beds	1.5 baths,Two Bedroom Townhome with Garage,"$1,326 – $1,475","905 – 1,085 sq ft",Available Now
Holiday Park Apartments and Townhomes,2 beds	2.5 baths,Luxury Two Bedroom Townhome with Garage,"$1,750 – $1,795","1,300 sq ft",Available Now
Holiday Park Apartments and Townhomes,3 beds	1 bath,Three Bedroom Townhome,"$1,315 – $1,375","1,000 – 1,150 sq ft",Available Now
Holiday Park Apartments and Townhomes,3 beds	2.5 baths,Luxury Three Bedroom with Two Car Garage,"$1,890 – $1,930","1,508 sq ft",Available Now
Holiday Park Apartments and Townhomes,Studio	1 bath,One Bedroom Apartment Home- Walk On,$867,500 sq ft,Not Available
The Docks Apartments and Townhomes,One Bedroom	1 bed	1 bath,6111,"$1,550",894 Sq Ft,Now
The Docks Apartments and Townhomes,One Bedroom	1 bed	1 bath,1209,"$1,655",894 Sq Ft,Now
The Docks Apartments and Townhomes,One Bedroom	1 bed	1 bath,6323,"$1,665",894 Sq Ft,Oct 12
The Docks Apartments and Townhomes,One Bedroom- 583 sqft	1 bed	1 bath,7103,"$1,635",583 Sq Ft,Now
The Docks Apartments and Townhomes,Two Bedroom 2 Bath- 1193 sqft	2 beds	2 baths,5201,"$2,100","1,193 Sq Ft",Now
The Docks Apartments and Townhomes,Two Bedroom 2 Bath- 1193 sqft	2 beds	2 baths,1201,"$2,100","1,193 Sq Ft",Now
The Docks Apartments and Townhomes,Two Bedroom 2 Bath- 1193 sqft	2 beds	2 baths,5123,"$2,160","1,193 Sq Ft",Oct 13
The Docks Apartments and Townhomes,Two Bedroom 2.5 Bath Townhome- 1405 sqft	2 beds	2.5 baths,5324,"$2,280","1,405 Sq Ft",Oct 2
The Docks Apartments and Townhomes,Two Bedroom 2.5 Bath Townhome- 1405 sqft	2 beds	2.5 baths,5301,"$2,320","1,405 Sq Ft",Oct 14
The Docks Apartments and Townhomes,Two Bedroom 2.5 Bath Townhome- 1405 sqft	2 beds	2.5 baths,3310,"$2,340","1,405 Sq Ft",Oct 20
The Docks Apartments and Townhomes,Two Bedroom 1.5 Bath	2 beds	1.5 baths,5211,"$2,160","1,040 Sq Ft",Oct 29
The Docks Apartments and Townhomes,Two Bedroom 2.5 Bath Townhome- 1435 sqft	2 beds	2.5 baths,5116,"$2,325","1,435 Sq Ft",Nov 7
The Docks Apartments and Townhomes,Two Bedroom 2.5 Bath Townhome- 1435 sqft	2 beds	2.5 baths,3119,"$2,400","1,540 Sq Ft",Dec 6
The Docks Apartments and Townhomes,3 Bedroom Two-Story Apartment	3 beds	3 baths,7301,"$2,590","1,515 Sq Ft",Now
930 Penn Ave,Model B	2 beds	2 baths,4B,"$2,975","1,580 Sq Ft",Now
930 Penn Ave,Model D	2 beds	2 baths,3D,"$2,950","1,580 Sq Ft",Now
930 Penn Ave,Model D	2 beds	2 baths,5D,"$3,050","1,550 Sq Ft",Now
The Pennsylvanian,Chelsea	Studio	1 bath,0513,"$1,363",525 Sq Ft,Oct 20
The Pennsylvanian,Chelsea	Studio	1 bath,0702,"$1,413",525 Sq Ft,Oct 31
The Pennsylvanian,Chelsea	Studio	1 bath,0419,"$1,488",525 Sq Ft,Dec 7
The Pennsylvanian,Mayfair	1 bed	1 bath,0303,"$1,477",775 Sq Ft,Now
The Pennsylvanian,Mayfair	1 bed	1 bath,1219,"$1,563",575 Sq Ft,Now
The Pennsylvanian,Mayfair	1 bed	1 bath,0615,"$1,582",775 Sq Ft,Now
The Pennsylvanian,Newport	1 bed	1 bath,0517,"$1,488",735 Sq Ft,Now
The Pennsylvanian,Newport	1 bed	1 bath,0609,"$1,488",735 Sq Ft,Now
The Pennsylvanian,Newport	1 bed	1 bath,0509,"$1,558",735 Sq Ft,Now
The Pennsylvanian,Cresthaven	1 bed	1 bath,0407,"$1,729",955 Sq Ft,Now
The Pennsylvanian,Cresthaven	1 bed	1 bath,0507,"$1,754",955 Sq Ft,Now
The Pennsylvanian,Yorkshire	1 bed	1.5 baths,1006,"$1,719",935 Sq Ft,Oct 11
The Pennsylvanian,Yorkshire	1 bed	1.5 baths,1022,"$1,769",935 Sq Ft,Oct 11
The Pennsylvanian,Windsor	2 beds	2 baths,1014,"$2,002","1,225 Sq Ft",Now
The Pennsylvanian,Windsor	2 beds	2 baths,1009,"$2,207","1,370 Sq Ft",Now
The Pennsylvanian,Windsor	2 beds	2 baths,1008,"$2,400","1,550 Sq Ft",Now
The Pennsylvanian,Kensington	2 beds	2.5 baths,1218,"$2,564","1,435 Sq Ft",Now
The Pennsylvanian,Kensington	2 beds	2.5 baths,1212,"$2,614","1,435 Sq Ft",Now
The Pennsylvanian,Kensington	2 beds	2.5 baths,1214,"$2,689","1,460 Sq Ft",Now
Bryn Mawr,Sherwood	1 bed	1 bath,East-513,"$1,313",800 Sq Ft,Now
Bryn Mawr,Sherwood	1 bed	1 bath,East-303,"$1,355",800 Sq Ft,Now
Bryn Mawr,Sherwood	1 bed	1 bath,West-507,"$1,360",800 Sq Ft,Now
Bryn Mawr,Canterbury	2 beds	2 baths,West-419,"$1,692","1,150 Sq Ft",Now
Bryn Mawr,Canterbury	2 beds	2 baths,East-119,"$1,794","1,150 Sq Ft",Oct 4
Bryn Mawr,Canterbury	2 beds	2 baths,West-520,"$1,816","1,150 Sq Ft","Jan 6, 2025"
Crane Village Apartments,EFFICIENCY	Studio	1 bath,6570TE,$950,493 Sq Ft,Oct 10
Crane Village Apartments,EFFICIENCY	Studio	1 bath,4010TE,$950,493 Sq Ft,Nov 29
Crane Village Apartments,1 BEDROOM (1C/1CR/1CX)	1 bed	1 bath,50901D,"$1,220",656 Sq Ft,Oct 10
Crane Village Apartments,1 BEDROOM (1C/1CR/1CX)	1 bed	1 bath,40102C,"$1,220",656 Sq Ft,Nov 3
Crane Village Apartments,1 BEDROOM (1C/1CR/1CX)	1 bed	1 bath,66902A,"$1,220",656 Sq Ft,Nov 4
Crane Village Apartments,1 BEDROOM (1A/1AR/1AF)	1 bed	1 bath,6390TB,"$1,100",636 Sq Ft,Nov 10
Crane Village Apartments,2 BEDROOM (2A/2AD)	2 beds	1 bath,67702B,"$1,420",875 Sq Ft,Nov 1
Crane Village Apartments,2 BEDROOM (2A/2AD)	2 beds	1 bath,41302B,"$1,440",875 Sq Ft,Nov 4
Crane Village Apartments,2 BEDROOM (2A/2AD)	2 beds	1 bath,64902B,"$1,420",875 Sq Ft,Nov 27
Chestnut Ridge Apartments,1 bed	1 bath,Oxford,"$995 – $1,360",600 sq ft,Available Now
Chestnut Ridge Apartments,1 bed	1 bath,Wedgewood,"$1,205 – $1,385",660 sq ft,Available Now
Chestnut Ridge Apartments,1 bed	1 bath,Waterford,"$1,350 – $1,530",800 sq ft,Available Now
Chestnut Ridge Apartments,2 beds	1 bath,Chippendale,"$1,400 – $1,580",880 sq ft,Available Now
Chestnut Ridge Apartments,2 beds	2 baths,Remington,"$1,540 – $1,720","1,100 sq ft",Available Now
City View Apartments,Style 07	Studio	1 bath,0607,"$1,250",460 Sq Ft,Now
City View Apartments,Style 07	Studio	1 bath,1807,"$1,298",460 Sq Ft,Now
City View Apartments,Style 07	Studio	1 bath,1207,"$1,099",460 Sq Ft,Oct 5
City View Apartments,Style 05	Studio	1 bath,1605,"$1,180",480 Sq Ft,Now
City View Apartments,Style 05	Studio	1 bath,0905,"$1,287",480 Sq Ft,Now
City View Apartments,Style 05	Studio	1 bath,1205,"$1,299",480 Sq Ft,Now
City View Apartments,Style 15	Studio	1 bath,1315,"$1,278",460 Sq Ft,Nov 8
City View Apartments,Style 02	1 bed	1 bath,1702,"$1,344",780 Sq Ft,Now
City View Apartments,Style 02	1 bed	1 bath,0502,"$1,346",780 Sq Ft,Now
City View Apartments,Style 02	1 bed	1 bath,1102,"$1,320",780 Sq Ft,Oct 9
City View Apartments,Style 00	1 bed	1 bath,1903,"$1,552",780 Sq Ft,Now
City View Apartments,Style 00	1 bed	1 bath,2100,"$1,410",780 Sq Ft,Oct 2
City View Apartments,Style 00	1 bed	1 bath,0200,"$1,484",780 Sq Ft,Nov 20
City View Apartments,Style 16	1 bed	1 bath,1416,"$1,482",728 Sq Ft,Now
City View Apartments,Style 11	1 bed	1 bath,0111,"$1,290",728 Sq Ft,Oct 2
City View Apartments,Style 11	1 bed	1 bath,0611,"$1,315",728 Sq Ft,Oct 8
City View Apartments,Style 11	1 bed	1 bath,1711,"$1,294",728 Sq Ft,Oct 25
City View Apartments,Style 12	1 bed	1 bath,1412,"$1,482",728 Sq Ft,Oct 19
City View Apartments,Style 12	1 bed	1 bath,0512,"$1,306",728 Sq Ft,Nov 2
City View Apartments,Style 12	1 bed	1 bath,0912,"$1,462",728 Sq Ft,Nov 9
City View Apartments,Style 17	1 bed	1 bath,0617,"$1,350",780 Sq Ft,Oct 19
City View Apartments,Style 17	1 bed	1 bath,1317,"$1,328",780 Sq Ft,Nov 12
City View Apartments,Style 01	1 bed	1 bath,1901,"$1,402",780 Sq Ft,Nov 1
City View Apartments,Style 01	1 bed	1 bath,0701,"$1,304",780 Sq Ft,Nov 22
City View Apartments,Style 10	2 beds	1 bath,1610,"$1,995","1,030 Sq Ft",Now
City View Apartments,Style 10	2 beds	1 bath,2210,"$2,094","1,030 Sq Ft",Oct 5
City View Apartments,Style 10	2 beds	1 bath,0710,"$1,959","1,030 Sq Ft",Dec 4
City View Apartments,Style 13	2 beds	2 baths,1813,"$1,963",974 Sq Ft,Oct 12
City View Apartments,Style 13	2 beds	2 baths,0113,"$1,695",974 Sq Ft,Nov 13
City View Apartments,Style 06	2 beds	2 baths,1706,"$2,284","1,180 Sq Ft",Oct 16
City View Apartments,Style 06	2 beds	2 baths,0306,"$1,953","1,180 Sq Ft",Nov 12
City View Apartments,Style 03	2 beds	2 baths,1503,"$2,101","1,090 Sq Ft",Nov 16
City View Apartments,Style 03	2 beds	2 baths,0503,"$1,861","1,090 Sq Ft","Jan 4, 2025"
City View Apartments,Style 3B2B	3 beds	2 baths,1904,"$2,282","1,284 Sq Ft",Oct 4
"Franklin West Apartments, Leasing Office",5400 Elmer 1-1	1 bed	1 bath,5400-1,"$1,765",50 Sq Ft,Now
"Franklin West Apartments, Leasing Office",340-342 S Highland 1-1	1 bed	1 bath,7B,"$1,275",50 Sq Ft,Oct 1
"Franklin West Apartments, Leasing Office",260 Shady 1-1	1 bed	1 bath,260-22,"$1,605",50 Sq Ft,Nov 1
"Franklin West Apartments, Leasing Office",6405-6415 2-2-D	2 beds	2 baths,6411,"$2,180",50 Sq Ft,Now
"Franklin West Apartments, Leasing Office",6305 Marchand 2-2	2 beds	2 baths,36,"$1,755",50 Sq Ft,Nov 1
"Franklin West Apartments, Leasing Office",Alder 2-2	2 beds	2 baths,244,"$2,845",50 Sq Ft,Dec 1
"Franklin West Apartments, Leasing Office",270 Shady 2-1	2 beds	1 bath,270-14,"$1,685",50 Sq Ft,"Jan 15, 2025"
The Roosevelt Building,Small Floor Plan	1 bed	1 bath,1402,"$1,400",492 Sq Ft,Now
The Roosevelt Building,Small Floor Plan	1 bed	1 bath,1406,"$1,400",492 Sq Ft,Now
The Roosevelt Building,Small Floor Plan	1 bed	1 bath,1408,"$1,400",492 Sq Ft,Now
The Roosevelt Building,Medium Floor Plan	1 bed	1 bath,1403,"$1,500",569 Sq Ft,Now
The Roosevelt Building,Medium Floor Plan	1 bed	1 bath,1203,"$1,500",572 Sq Ft,Now
The Roosevelt Building,Medium Floor Plan	1 bed	1 bath,1404,"$1,600",572 Sq Ft,Now
The Roosevelt Building,Large Floor Plan	1 bed	1 bath,1216,"$1,500",664 Sq Ft,Now
The Roosevelt Building,Large Floor Plan	1 bed	1 bath,1217,"$1,600",664 Sq Ft,Now
The Roosevelt Building,Large Floor Plan	1 bed	1 bath,1207,"$1,600",664 Sq Ft,Now
Carson Street Commons,Jane (Large)	1 bed	1 bath,62C26S,"$1,615",895 Sq Ft,Now
Carson Street Commons,Jane (Large)	1 bed	1 bath,57B25S,"$1,665",895 Sq Ft,Now
Carson Street Commons,Jane (Large)	1 bed	1 bath,19C25S,"$1,710",895 Sq Ft,Oct 4
Carson Street Commons,Jane w/Balcony	1 bed	1 bath,2541CS,"$1,710",863 Sq Ft,Now
Carson Street Commons,Jane	1 bed	1 bath,2517CS,"$1,720",863 Sq Ft,Nov 1
Carson Street Commons,Jane	1 bed	1 bath,29CSCT,"$1,730",863 Sq Ft,Dec 6
Carson Street Commons,Ann	1 bed	1 bath,2525AW,"$1,595",575 Sq Ft,Dec 6
Carson Street Commons,Sarah	2 beds	2 baths,2549BS,"$1,865","1,027 Sq Ft",Now
Carson Street Commons,Sarah	2 beds	2 baths,2553AW,"$1,885","1,027 Sq Ft",Oct 1
Carson Street Commons,Sarah	2 beds	2 baths,2504BW,"$1,800","1,027 Sq Ft",Oct 19
